"date","FL152090005.Q","FL152090006.Q","FL152000005.Q","FL152000006.Q","FL154190005.Q","FL154190006.Q","LM152010005.Q","LM152010006.Q","FL154090005.Q","FL154090006.Q","FL153165105.Q","FL153165106.Q","FL153166000.Q","FL153166006.Q","FL154199005.Q","FL154199006.Q","LM155035015.Q","LM155035016.Q","LM155111005.Q","LM155111006.Q","LM162010005.Q","LM162010006.Q","FL154000025.Q","FL154000026.Q","LM153064105.Q","LM153064106.Q","LM153064175.Q","LM153064176.Q","FL594190045.Q","FL594190046.Q","LM152090205.Q","LM152090206.Q","FL153099005.Q","FL153099006.Q","FC152090005.Q","FC153064475.Q","FC155035005.Q","FC152090045.Q","FA156012005.Q"
"1985:Q3", 14878363,476.63, 17134196,548.90, 2255833, 72.27, 6595890,211.30,10538306,337.60, 1402164,44.92, 585905,18.77, 267764, 8.58, 4548392,145.71,1350434,43.26, 697064,22.33, 2628761,84.21,  864773, 27.70,  262121, 8.40, 2438109, 78.11, 2444651, 78.32, 1899891, 60.86,  189206,  -75470,  162750, 101926, 3121548
"1985:Q2", 14689156,472.78, 16852974,542.42, 2163818, 69.64, 6407391,206.23,10445583,336.20, 1343287,43.23, 559592,18.01, 260939, 8.40, 4394226,141.43,1325529,42.66, 687636,22.13, 2587332,83.27,  933870, 30.06,  268493, 8.64, 2383797, 76.72, 2432380, 78.29, 1839712, 59.21,  316994,   58566,  151729, 106699, 3106975
"1985:Q1", 14372162,475.41, 16460383,544.48, 2088221, 69.08, 6228765,206.04,10231618,338.45, 1304981,43.17, 536023,17.73, 247217, 8.18, 4249114,140.55,1299446,42.98, 680205,22.50, 2544642,84.17,  882085, 29.18,  261712, 8.66, 2331241, 77.11, 2446753, 80.93, 1765184, 58.39,  389381,   84372,  131069, 173940, 3023121
"1984:Q4", 13982781,466.75, 15996758,533.98, 2013977, 67.23, 6067163,202.53, 9929595,331.46, 1243294,41.50, 526584,17.58, 244099, 8.15, 4126194,137.74,1269638,42.38, 671331,22.41, 2497534,83.37,  834952, 27.87,  224473, 7.49, 2280438, 76.12, 2443061, 81.55, 1649136, 55.05,  264107,    5973,  119013, 139121, 2995748
"1984:Q3", 13718674,464.53, 15665566,530.45, 1946892, 65.92, 5923410,200.57, 9742156,329.88, 1211497,41.02, 501839,16.99, 233556, 7.91, 4017347,136.03,1245881,42.19, 660182,22.35, 2388309,80.87,  838453, 28.39,  214999, 7.28, 2232560, 75.60, 2437521, 82.54, 1630313, 55.20,  319831,   53823,  128368, 137640, 2953265
"1984:Q2", 13398843,463.24, 15289993,528.62, 1891150, 65.38, 5771764,199.55, 9518229,329.07, 1177677,40.72, 479799,16.59, 233674, 8.08, 3899278,134.81,1223604,42.30, 648882,22.43, 2331883,80.62,  805315, 27.84,  194315, 6.72, 2184853, 75.54, 2441350, 84.41, 1560514, 53.95,  215732,  -70120,  134092, 151760, 2892421
"1984:Q1", 13183111,467.86, 15009248,532.66, 1826137, 64.81, 5608214,199.03, 9401034,333.63, 1144101,40.60, 452010,16.04, 230026, 8.16, 3775458,133.99,1195099,42.41, 637657,22.63, 2253931,79.99,  866840, 30.76,  202910, 7.20, 2133628, 75.72, 2451813, 87.01, 1491912, 52.95,  233105,  -60225,  176409, 116921, 2817775
"1983:Q4", 12950006,473.85, 14743761,539.49, 1793755, 65.64, 5410715,197.98, 9333046,341.51, 1116384,40.85, 444878,16.28, 232493, 8.51, 3605898,131.94,1174964,42.99, 629853,23.05, 2191270,80.18,  929295, 34.00,  200680, 7.34, 2078314, 76.05, 2445225, 89.47, 1488263, 54.46,   95289,  -57952,   45335, 107905, 2732912
"1983:Q3", 12854717,484.03, 14585864,549.22, 1731147, 65.18, 5340883,201.11, 9244981,348.11, 1087568,40.95, 420612,15.84, 222967, 8.40, 3570315,134.44,1151707,43.37, 618861,23.30, 2146556,80.83,  987943, 37.20,  199983, 7.53, 2030644, 76.46, 2413708, 90.89, 1466147, 55.21,  152492,  -33862,   46391, 139963, 2655754
"1983:Q2", 12702226,491.85, 14375553,556.65, 1673327, 64.79, 5274157,204.23, 9101396,352.42, 1053751,40.80, 403838,15.64, 215738, 8.35, 3532199,136.77,1132328,43.85, 609630,23.61, 2091214,80.98, 1021586, 39.56,  200203, 7.75, 1979995, 76.67, 2404291, 93.10, 1404107, 54.37,  291492,  132763,   44332, 114397, 2582521
"1983:Q1", 12410734,488.32, 14032956,552.15, 1622222, 63.83, 5213865,205.15, 8819091,347.00, 1026258,40.38, 391910,15.42, 204054, 8.03, 3492751,137.43,1117146,43.96, 603968,23.76, 2052859,80.77,  916500, 36.06,  172525, 6.79, 1927918, 75.86, 2408927, 94.78, 1340362, 52.74,  330838,   99813,   50147, 180878, 2541526
"1982:Q4", 12079895,483.73, 13708925,548.97, 1629030, 65.23, 5147965,206.15, 8560960,342.82, 1031175,41.29, 396718,15.89, 201137, 8.05, 3447373,138.05,1102250,44.14, 598342,23.96, 1995328,79.90,  837641, 33.54,  151571, 6.07, 1880187, 75.29, 2386534, 95.57, 1309699, 52.45,  317842,  167804,   40994, 109044, 2497228
"1982:Q3", 11762054,477.68, 13356379,542.43, 1594325, 64.75, 5096901,207.00, 8259478,335.43, 1017736,41.33, 386815,15.71, 189774, 7.71, 3409839,138.48,1092993,44.39, 594069,24.13, 1932602,78.49,  686617, 27.88,  134791, 5.47, 1830826, 74.35, 2382297, 96.75, 1292345, 52.48,  222814,   58261,   13275, 151278, 2462319
"1982:Q2", 11539240,478.30, 13123590,543.97, 1584350, 65.67, 5075210,210.37, 8048380,333.61, 1019260,42.25, 380887,15.79, 184203, 7.64, 3402543,141.04,1085457,44.99, 587210,24.34, 1867181,77.39,  646330, 26.79,  116817, 4.84, 1786857, 74.07, 2387423, 98.96, 1243772, 51.55,  131580,  -28097,   31480, 128197, 2412547
"1982:Q1", 11407660,480.26, 12967796,545.94, 1560136, 65.68, 5030606,211.79, 7937190,334.15, 1007909,42.43, 373537,15.73, 178690, 7.52, 3379724,142.28,1073506,45.19, 577376,24.31, 1819000,76.58,  674817, 28.41,  116428, 4.90, 1746289, 73.52, 2376259,100.04, 1204397, 50.70,  135767, -123898,  100040, 159625, 2375323
"1981:Q4", 11271893,481.71, 12827958,548.20, 1556065, 66.50, 4916986,210.13, 7910972,338.08,  998261,42.66, 377882,16.15, 179922, 7.69, 3292960,140.72,1060997,45.34, 563029,24.06, 1767658,75.54,  796142, 34.02,  119001, 5.09, 1710221, 73.09, 2345143,100.22, 1172807, 50.12,  312095,   69146,   60563, 182386, 2339999
"1981:Q3", 10959798,476.05, 12484383,542.28, 1524585, 66.22, 4842252,210.33, 7642131,331.95,  981849,42.65, 371928,16.16, 170808, 7.42, 3243369,140.88,1048173,45.53, 550710,23.92, 1678415,72.90,  734945, 31.92,  111052, 4.82, 1672640, 72.65, 2308499,100.27, 1136580, 49.37,  103575, -156602,  106077, 154100, 2302221
"1981:Q2", 10856223,489.65, 12349818,557.02, 1493595, 67.37, 4716030,212.71, 7633788,344.31,  964154,43.49, 361610,16.31, 167831, 7.57, 3145246,141.86,1029290,46.42, 541494,24.42, 1617499,72.95,  879547, 39.67,  123051, 5.55, 1634367, 73.72, 2280876,102.88, 1098448, 49.54,  284000,  -21436,  178305, 127131, 2217133
"1981:Q1", 10572223,485.41, 12028416,552.27, 1456193, 66.86, 4514991,207.30, 7513425,344.97,  940590,43.19, 353902,16.25, 161701, 7.42, 2976773,136.68,1008092,46.29, 530126,24.34, 1582996,72.68,  899141, 41.28,  124893, 5.73, 1592421, 73.11, 2239254,102.81, 1074720, 49.34,  198396,    3941,   45184, 149271, 2177992
"1980:Q4", 10373827,487.99, 11820774,556.05, 1446947, 68.06, 4451457,209.40, 7369317,346.65,  926526,43.58, 358044,16.84, 162377, 7.64, 2943161,138.45, 991196,46.63, 517100,24.32, 1540345,72.46,  896587, 42.18,  123506, 5.81, 1548800, 72.86, 2187453,102.90, 1072626, 50.46,  328988,  100070,   59694, 169224, 2125848
"1980:Q3", 10044839,490.88, 11449334,559.51, 1404495, 68.64, 4369921,213.55, 7079413,345.96,  901374,44.05, 350336,17.12, 152785, 7.47, 2898047,141.62, 970690,47.44, 501184,24.49, 1494108,73.02,  806763, 39.43,  113260, 5.53, 1510570, 73.82, 2115980,103.41, 1038732, 50.76,  395566,  102461,  124751, 168354, 2046297
"1980:Q2",  9649274,488.01, 11017768,557.22, 1368494, 69.21, 4224000,213.63, 6793768,343.59,  873960,44.20, 345637,17.48, 148897, 7.53, 2784958,140.85, 951028,48.10, 488014,24.68, 1444436,73.05,  715628, 36.19,  101935, 5.16, 1471448, 74.42, 2051737,103.77, 1008584, 51.01,  343991,  101509,   86776, 155706, 1977275
"1980:Q1",  9305283,477.90, 10655526,547.25, 1350243, 69.35, 4113377,211.25, 6542149,335.99,  856228,43.97, 349662,17.96, 144353, 7.41, 2709296,139.14, 928775,47.70, 475306,24.41, 1405948,72.21,  625338, 32.12,   90716, 4.66, 1433301, 73.61, 1994014,102.41,  992832, 50.99,  193925,  -65568,  116504, 142989, 1947118
"1979:Q4",  9111358,483.66, 10432586,553.80, 1321228, 70.14, 3962150,210.32, 6470436,343.47,  826724,43.89, 354616,18.82, 139888, 7.43, 2603271,138.19, 895778,47.55, 463101,24.58, 1376451,73.07,  684577, 36.34,   97045, 5.15, 1401056, 74.37, 1944242,103.21,  967065, 51.34,  281152,   32336,   88962, 159854, 1883828
"1979:Q3",  8830206,480.94, 10105966,550.43, 1275760, 69.48, 3845429,209.44, 6260537,340.98,  795927,43.35, 341528,18.60, 138305, 7.53, 2527395,137.66, 869277,47.35, 448757,24.44, 1352051,73.64,  652187, 35.52,   97098, 5.29, 1367132, 74.46, 1884008,102.61,  908061, 49.46,  283412,   44376,  104456, 134579, 1836023
"1979:Q2",  8546794,479.24,  9772147,547.95, 1225353, 68.71, 3717645,208.46, 6054502,339.49,  763421,42.81, 327319,18.35, 134613, 7.55, 2438382,136.73, 847192,47.50, 432071,24.23, 1310355,73.47,  613702, 34.41,   91207, 5.11, 1339184, 75.09, 1816167,101.84,  883887, 49.56,  272629,   12989,  128343, 131297, 1783413
"1979:Q1",  8274165,472.33,  9451962,539.57, 1177797, 67.24, 3562042,203.34, 5889920,336.23,  733605,41.88, 313819,17.91, 130373, 7.44, 2324853,132.72, 821174,46.88, 416015,23.75, 1280895,73.12,  601862, 34.36,   90058, 5.14, 1313265, 74.97, 1750413, 99.92,  853427, 48.72,  311231,   42348,  126725, 142157, 1751759
"1978:Q4",  7962935,468.75,  9113187,536.47, 1150252, 67.71, 3408033,200.62, 5705154,335.85,  708641,41.72, 311305,18.33, 130306, 7.67, 2210877,130.15, 795147,46.81, 402009,23.67, 1258461,74.08,  567778, 33.42,   81794, 4.81, 1289528, 75.91, 1675031, 98.60,  832562, 49.01,  184326,  -31943,   93525, 122745, 1698742
"1978:Q3",  7778608,469.63,  8886335,536.51, 1107727, 66.88, 3288677,198.55, 5597658,337.96,  678951,40.99, 298022,17.99, 130754, 7.89, 2129042,128.54, 770522,46.52, 389113,23.49, 1235735,74.61,  594614, 35.90,   86902, 5.25, 1264751, 76.36, 1616980, 97.63,  798676, 48.22,  246956,   44214,   91734, 111008, 1656310
"1978:Q2",  7531652,466.31,  8591809,531.95, 1060157, 65.64, 3172610,196.43, 5419199,335.52,  648036,40.12, 284526,17.62, 127595, 7.90, 2047892,126.79, 747349,46.27, 377369,23.36, 1203086,74.49,  558990, 34.61,   78312, 4.85, 1239218, 76.72, 1562990, 96.77,  776603, 48.08,  249519,   40720,  105861, 102939, 1615146
"1978:Q1",  7282133,464.99,  8291929,529.47, 1009796, 64.48, 3042450,194.27, 5249479,335.20,  621021,39.65, 266971,17.05, 121804, 7.78, 1953165,124.72, 724153,46.24, 365132,23.31, 1173632,74.94,  525611, 33.56,   70971, 4.53, 1211765, 77.38, 1505376, 96.12,  762124, 48.66,  173872,  -36165,   75087, 134951, 1566088
"1977:Q4",  7108261,464.93,  8095146,529.48,  986885, 64.55, 2947298,192.77, 5147848,336.71,  602997,39.44, 264892,17.33, 118996, 7.78, 1886806,123.41, 705080,46.12, 355412,23.25, 1142716,74.74,  558928, 36.56,   73819, 4.83, 1186319, 77.59, 1443292, 94.40,  742774, 48.58,  159760,  -32691,   86196, 106254, 1528880
"1977:Q3",  6948501,469.75,  7897551,533.91,  949050, 64.16, 2839326,191.95, 5058225,341.96,  579911,39.20, 252953,17.10, 116186, 7.85, 1809353,122.32, 684250,46.26, 345723,23.37, 1118606,75.62,  591451, 39.98,   73987, 5.00, 1162348, 78.58, 1392188, 94.12,  719645, 48.65,  140397,  -33397,   77538,  96256, 1479197
"1977:Q2",  6808104,473.66,  7718970,537.04,  910866, 63.37, 2742978,190.84, 4975992,346.20,  554091,38.55, 242048,16.84, 114727, 7.98, 1740633,121.10, 666296,46.36, 336049,23.38, 1085117,75.50,  622001, 43.27,   76834, 5.35, 1139758, 79.30, 1347794, 93.77,  704488, 49.01,  179361,   16242,   98212,  64907, 1437330
"1977:Q1",  6628743,473.48,  7500876,535.77,  872133, 62.29, 2630038,187.86, 4870838,347.91,  531310,37.95, 229155,16.37, 111668, 7.98, 1650002,117.86, 652348,46.60, 327688,23.41, 1061021,75.79,  608835, 43.49,   73758, 5.27, 1116900, 79.78, 1314428, 93.89,  695896, 49.71,  108140,  -61892,   69333, 100699, 1400016
"1976:Q4",  6520603,475.21,  7375956,537.55,  855353, 62.34, 2543163,185.34, 4832793,352.21,  517073,37.68, 228961,16.69, 109319, 7.97, 1589977,115.88, 635565,46.32, 317621,23.15, 1026484,74.81,  663951, 48.39,   80534, 5.87, 1095899, 79.87, 1279527, 93.25,  686398, 50.02,  168584,   25372,   53464,  89747, 1372140
"1976:Q3",  6352019,473.23,  7179238,534.86,  827219, 61.63, 2471450,184.13, 4707788,350.74,  501121,37.33, 220688,16.44, 105410, 7.85, 1541764,114.86, 618235,46.06, 311451,23.20,  999120,74.44,  639981, 47.68,   79131, 5.90, 1080249, 80.48, 1241293, 92.48,  668014, 49.77,  116117,    9892,   36724,  69501, 1342259
"1976:Q2",  6235902,475.33,  7037961,536.47,  802059, 61.14, 2420257,184.49, 4617704,351.99,  483990,36.89, 213148,16.25, 104921, 8.00, 1510149,115.11, 604583,46.08, 305525,23.29,  977156,74.48,  628903, 47.94,   80317, 6.12, 1065209, 81.20, 1212603, 92.43,  653516, 49.81,  177077,   19047,   71903,  86127, 1311899
"1976:Q1",  6058825,468.37,  6834132,528.30,  775307, 59.93, 2334914,180.50, 4499218,347.80,  469994,36.33, 204908,15.84, 100405, 7.76, 1444386,111.66, 591888,45.75, 298640,23.09,  948341,73.31,  609909, 47.15,   80264, 6.20, 1049322, 81.12, 1169745, 90.42,  641637, 49.60,  199147,   96589,   33728,  68830, 1293610
"1975:Q4",  5859678,463.52,  6625454,524.10,  765776, 60.58, 2286339,180.86, 4339115,343.24,  459087,36.32, 206996,16.37,  99693, 7.89, 1413658,111.83, 577817,45.71, 294864,23.32,  924545,73.13,  523756, 41.43,   69828, 5.52, 1035177, 81.89, 1149596, 90.94,  636213, 50.33,  167857,   43595,   41870,  82393, 1264165
"1975:Q3",  5691821,461.38,  6433878,521.53,  742057, 60.15, 2228654,180.66, 4205224,340.88,  446324,36.18, 201183,16.31,  94550, 7.66, 1374568,111.42, 562642,45.61, 291444,23.62,  902856,73.19,  485959, 39.39,   64030, 5.19, 1013069, 82.12, 1128210, 91.45,  611100, 49.54,   -4324,  -79827,     309,  75194, 1233647
"1975:Q2",  5696145,463.52,  6418117,522.27,  721972, 58.75, 2216083,180.33, 4202034,341.94,  434575,35.36, 195933,15.94,  91464, 7.44, 1376129,111.98, 551000,44.84, 288954,23.51,  885774,72.08,  556424, 45.28,   73392, 5.97,  991764, 80.70, 1109660, 90.30,  585020, 47.61,  232593,   82444,   59169,  90980, 1228887
"1975:Q1",  5463552,470.82,  6171494,531.83,  707942, 61.01, 2142419,184.62, 4029075,347.20,  424313,36.57, 195912,16.88,  87717, 7.56, 1320641,113.81, 537395,46.31, 284383,24.51,  857328,73.88,  485007, 41.80,   62366, 5.37,  969670, 83.56, 1079889, 93.06,  574815, 49.53,  252391,  107147,   65162,  80082, 1160434
"1974:Q4",  5211161,456.77,  5919779,518.88,  708618, 62.11, 2064503,180.96, 3855276,337.92,  419339,36.76, 201926,17.70,  87353, 7.66, 1261141,110.54, 525757,46.08, 277605,24.33,  840815,73.70,  391546, 34.32,   48679, 4.27,  948607, 83.15, 1051046, 92.13,  574583, 50.36,  138731,     649,   42290,  95792, 1140869
"1974:Q3",  5072430,455.26,  5767857,517.67,  695427, 62.42, 2002139,179.69, 3765718,337.98,  411381,36.92, 201241,18.06,  82805, 7.43, 1228579,110.27, 507100,45.51, 266460,23.92,  820526,73.64,  395987, 35.54,   43590, 3.91,  927311, 83.23, 1020062, 91.55,  558242, 50.10,  -39667, -157375,   13921, 103787, 1114191
"1974:Q2",  5112097,471.60,  5789104,534.06,  677007, 62.46, 1962314,181.03, 3826790,353.03,  400439,36.94, 196777,18.15,  79791, 7.36, 1224908,113.00, 482477,44.51, 254929,23.52,  811360,74.85,  537687, 49.60,   59265, 5.47,  906000, 83.58,  977995, 90.22,  534483, 49.31,  -16894,  -81055,    -901,  65061, 1083985
"1974:Q1",  5128991,482.03,  5785205,543.70,  656214, 61.67, 1944537,182.75, 3840668,360.95,  389858,36.64, 190460,17.90,  75896, 7.13, 1234864,116.05, 464819,43.68, 244854,23.01,  794683,74.69,  612211, 57.54,   65795, 6.18,  883852, 83.07,  957705, 90.01,  526422, 49.47,   29488,  -36211,  -10246,  75945, 1064035
"1973:Q4",  5099503,485.34,  5751466,547.39,  651963, 62.05, 1943353,184.96, 3808113,362.44,  382218,36.38, 192980,18.37,  76765, 7.31, 1251410,119.10, 454237,43.23, 237706,22.62,  777360,73.98,  646999, 61.58,   67218, 6.40,  863344, 82.17,  938110, 89.28,  515082, 49.02,  -35382, -147186,   42348,  69455, 1050700
"1973:Q3",  5134886,504.20,  5770435,566.60,  635549, 62.40, 1891339,185.71, 3879096,380.89,  372134,36.54, 186695,18.33,  76720, 7.53, 1216897,119.49, 445192,43.71, 229250,22.51,  758497,74.48,  785224, 77.10,   76179, 7.48,  849307, 83.39,  905002, 88.86,  504887, 49.58,  181243,   47782,   60585,  72876, 1018430
"1973:Q2",  4953642,497.51,  5570097,559.43,  616455, 61.91, 1819177,182.71, 3750920,376.72,  361814,36.34, 180398,18.12,  74243, 7.46, 1164853,116.99, 434273,43.62, 220051,22.10,  746388,74.96,  744177, 74.74,   69444, 6.97,  836037, 83.97,  863392, 86.71,  491482, 49.36,   39809,  -74887,   46984,  67712,  995679
"1973:Q1",  4913833,507.27,  5511379,568.96,  597546, 61.69, 1758700,181.56, 3752679,387.40,  351550,36.29, 171528,17.71,  74468, 7.69, 1125134,116.15, 421431,43.51, 212135,21.90,  728596,75.22,  811944, 83.82,   76564, 7.90,  822394, 84.90,  829903, 85.67,  483278, 49.89,   23959,  -78323,   32040,  70241,  968678
"1972:Q4",  4889875,514.80,  5475298,576.43,  585423, 61.63, 1714191,180.47, 3761107,395.96,  343552,36.17, 168757,17.77,  73114, 7.70, 1098624,115.66, 409500,43.11, 206067,21.69,  708627,74.60,  881654, 92.82,   85177, 8.97,  810028, 85.28,  802071, 84.44,  473550, 49.85,  246786,  123840,   58141,  64805,  949861
"1972:Q3",  4643089,512.57,  5209813,575.13,  566724, 62.56, 1649565,182.10, 3560248,393.03,  334408,36.92, 161529,17.83,  70787, 7.81, 1046653,115.54, 403464,44.54, 199448,22.02,  684343,75.55,  764000, 84.34,   78991, 8.72,  787556, 86.94,  776781, 85.75,  468577, 51.73,  125328,   19361,   40025,  65942,  905843
"1972:Q2",  4517761,512.91,  5069033,575.49,  551272, 62.59, 1600642,181.72, 3468391,393.77,  324462,36.84, 156222,17.74,  70588, 8.01, 1011650,114.85, 395008,44.85, 193984,22.02,  660459,74.98,  744544, 84.53,   79086, 8.98,  765283, 86.88,  756540, 85.89,  462479, 52.51,   64898,   -4033,   21255,  47675,  880815
"1972:Q1",  4452863,513.74,  4984196,575.04,  531333, 61.30, 1570890,181.24, 3413306,393.80,  316038,36.46, 148847,17.17,  66448, 7.67,  994999,114.80, 386967,44.65, 188924,21.80,  642135,74.09,  748271, 86.33,   79391, 9.16,  742624, 85.68,  742602, 85.68,  458283, 52.87,  158366,   45263,   43515,  69587,  866754
"1971:Q4",  4294498,502.97,  4818584,564.35,  524086, 61.38, 1517895,177.77, 3300689,386.57,  309454,36.24, 149243,17.48,  65389, 7.66,  957235,112.11, 377950,44.27, 182710,21.40,  623085,72.98,  707278, 82.84,   75121, 8.80,  721305, 84.48,  720895, 84.43,  453005, 53.06,  121712,   53844,   23501,  44367,  853832
"1971:Q3",  4172786,497.47,  4680677,558.02,  507891, 60.55, 1490789,177.73, 3189888,380.29,  302822,36.10, 143465,17.10,  61604, 7.34,  938482,111.88, 374553,44.65, 177754,21.19,  602289,71.80,  658605, 78.52,   69950, 8.34,  701217, 83.60,  705155, 84.07,  452672, 53.97,   60388,  -13381,   25740,  48029,  838808
"1971:Q2",  4112398,497.66,  4607544,557.58,  495146, 59.92, 1461016,176.80, 3146528,380.77,  295363,35.74, 138912,16.81,  60871, 7.37,  917847,111.07, 370738,44.86, 172431,20.87,  587212,71.06,  673008, 81.44,   68928, 8.34,  681826, 82.51,  689727, 83.47,  445827, 53.95,   73894,   -3028,   26567,  50355,  826350
"1971:Q1",  4038504,501.47,  4519999,561.26,  481495, 59.79, 1427159,177.21, 3092840,384.05,  289592,35.96, 134072,16.65,  57831, 7.18,  896384,111.31, 363713,45.16, 167062,20.74,  566008,70.28,  677192, 84.09,   67772, 8.42,  662182, 82.23,  674678, 83.78,  445008, 55.26,  162627,   68927,   26727,  66973,  805328
"1970:Q4",  3875876,495.52,  4354617,556.72,  478741, 61.21, 1390872,177.82, 2963745,378.91,  286015,36.57, 133660,17.09,  59066, 7.55,  874469,111.80, 354452,45.32, 161951,20.70,  542084,69.30,  617535, 78.95,   58502, 7.48,  643648, 82.29,  654591, 83.69,  447385, 57.20,  123416,   59235,   19411,  44770,  782186
"1970:Q3",  3752460,484.80,  4222199,545.49,  469739, 60.69, 1362891,176.08, 2859308,369.41,  282347,36.48, 131424,16.98,  55968, 7.23,  859007,110.98, 346138,44.72, 157746,20.38,  525371,67.88,  564830, 72.97,   51972, 6.71,  626474, 80.94,  645889, 83.45,  444772, 57.46,  127648,   87089,    -647,  41206,  774022
"1970:Q2",  3624812,480.41,  4087612,541.75,  462800, 61.34, 1356816,179.83, 2730796,361.92,  278674,36.93, 129421,17.15,  54705, 7.25,  861308,114.15, 339663,45.02, 155845,20.65,  503670,66.75,  485341, 64.32,   44372, 5.88,  609454, 80.77,  650399, 86.20,  437560, 57.99,  -63210, -142355,   32896,  46249,  754520
"1970:Q1",  3688022,500.30,  4144263,562.19,  456241, 61.89, 1318327,178.84, 2825936,383.35,  275814,37.42, 126663,17.18,  53764, 7.29,  834315,113.18, 334334,45.35, 149678,20.30,  489126,66.35,  614722, 83.39,   57346, 7.78,  591952, 80.30,  632637, 85.82,  440153, 59.71,   27622,  -20894,    4870,  43646,  737168
"1969:Q4",  3660400,507.59,  4124180,571.90,  463780, 64.31, 1308683,181.47, 2815497,390.42,  278689,38.65, 129231,17.92,  55860, 7.75,  832441,115.43, 329836,45.74, 146406,20.30,  492217,68.26,  638771, 88.58,   54190, 7.51,  575487, 79.80,  623271, 86.43,  431561, 59.84,   18030,  -46172,   23657,  40546,  721137
"1969:Q3",  3642369,514.84,  4094550,578.75,  452181, 63.91, 1278153,180.66, 2816397,398.09,  274512,38.80, 125813,17.78,  51856, 7.33,  812973,114.91, 323236,45.69, 141944,20.06,  486346,68.74,  685983, 96.96,   53151, 7.51,  560301, 79.20,  612652, 86.60,  417964, 59.08,   22028,  -22563,   12136,  32455,  707480
"1969:Q2",  3620342,528.56,  4066674,593.72,  446332, 65.16, 1259344,183.86, 2807330,409.86,  269738,39.38, 123675,18.06,  52919, 7.73,  804195,117.41, 316838,46.26, 138311,20.19,  489073,71.40,  707369,103.27,   54328, 7.93,  545331, 79.62,  608683, 88.87,  402546, 58.77,    7326,  -39616,   18299,  28643,  684950
"1969:Q1",  3613016,539.45,  4047936,604.39,  434920, 64.94, 1233251,184.13, 2814685,420.26,  264857,39.55, 118884,17.75,  51179, 7.64,  789668,117.90, 309289,46.18, 134294,20.05,  482823,72.09,  744967,111.23,   56346, 8.41,  530499, 79.21,  599735, 89.55,  400315, 59.77,   17320,  -48691,   24977,  41034,  669756
